"last_name, first_name","player_id","team_name_alt","pitch_type","pitch_name","run_value_per_100","run_value","pitches","pitch_usage","pa","ba","slg","woba","whiff_percent","k_percent","put_away","est_ba","est_slg","est_woba","hard_hit_percent"
"Ozuna, Marcell",542303,"ATL","FF","4-Seam Fastball",0.6,4,"724",27.5,"149","0.261","0.412","0.36",20.3,18.8,11.6,"0.281","0.544","0.409",54.3
"Marsh, Brandon",669016,"PHI","FF","4-Seam Fastball",-0.5,-3,"607",36.6,"149","0.24","0.357","0.321",20.8,29.5,23.2,"0.228","0.37","0.313",46.5
"McLain, Matt",680574,"CIN","FF","4-Seam Fastball",0.4,3,"702",29.7,"149","0.25","0.492","0.391",26.2,30.2,21.6,"0.217","0.46","0.355",55.1
"Guerrero Jr., Vladimir",665489,"TOR","SI","Sinker",3,15,"507",20.3,"148","0.36","0.528","0.458",10.2,8.1,16.4,"0.293","0.427","0.371",56.6
"Tatis Jr., Fernando",665487,"SD","SI","Sinker",2.6,13,"508",19.3,"148","0.358","0.512","0.445",12.6,10.8,18,"0.316","0.468","0.395",47.2
"Hicks, Liam",689414,"MIA","FF","4-Seam Fastball",1,5,"505",32.9,"148","0.28","0.44","0.374",11.9,12.2,15,"0.286","0.44","0.368",33.3
"Hernández, Teoscar",606192,"LAD","FF","4-Seam Fastball",1.2,7,"569",26.6,"147","0.292","0.54","0.367",28.6,23.1,17.3,"0.274","0.58","0.389",60
"Sosa, Lenyn",672820,"CWS","FF","4-Seam Fastball",0.1,0,"662",32.2,"147","0.234","0.453","0.327",20.9,28.6,21.8,"0.241","0.521","0.345",54.2
"Goldschmidt, Paul",502671,"NYY","FF","4-Seam Fastball",0.5,3,"616",29.5,"147","0.311","0.489","0.376",15.5,12.2,10.7,"0.278","0.518","0.365",51.3
"Neto, Zach",687263,"LAA","FF","4-Seam Fastball",-0.1,-1,"476",21.9,"147","0.216","0.522","0.336",20.2,25.9,23,"0.253","0.602","0.384",58.8
"Clement, Ernie",676391,"TOR","FF","4-Seam Fastball",-0.7,-4,"493",26.3,"146","0.276","0.418","0.328",12.4,11,13.8,"0.261","0.408","0.319",30.8
"Sánchez, Jesús",660821,"HOU","FF","4-Seam Fastball",-0.6,-4,"719",37.2,"145","0.236","0.425","0.328",22.2,20,14.6,"0.271","0.525","0.375",49.5
"Harper, Bryce",547180,"PHI","FF","4-Seam Fastball",2,12,"617",28.4,"145","0.258","0.592","0.413",26.6,24.8,20.1,"0.265","0.622","0.426",59.5
"Laureano, Ramón",657656,"SD","FF","4-Seam Fastball",0.3,2,"636",31.8,"145","0.246","0.468","0.356",28.4,26.9,17.9,"0.268","0.589","0.398",60.2
"Caratini, Victor",605170,"HOU","FF","4-Seam Fastball",0.8,3,"435",30.7,"145","0.266","0.43","0.338",8.6,14.5,17.5,"0.259","0.47","0.347",45
"Realmuto, J.T.",592663,"PHI","FF","4-Seam Fastball",-0.8,-5,"625",28.5,"145","0.273","0.359","0.328",18,23.4,18,"0.251","0.398","0.324",52.6
"Jeffers, Ryan",680777,"MIN","FF","4-Seam Fastball",-0.2,-1,"542",28.8,"143","0.28","0.424","0.353",13.7,17.5,16.1,"0.267","0.433","0.349",54
"Lopez, Otto",672640,"MIA","FF","4-Seam Fastball",-0.2,-1,"557",26.2,"143","0.252","0.465","0.365",9.2,12.6,13.6,"0.304","0.53","0.388",52.7
"Gorman, Nolan",669357,"STL","FF","4-Seam Fastball",-0.5,-4,"666",40.2,"143","0.19","0.331","0.291",32.6,33.6,23.5,"0.202","0.421","0.331",48.6
"Ortiz, Joey",687401,"MIL","FF","4-Seam Fastball",0.5,3,"574",30.7,"143","0.291","0.472","0.362",15.3,18.2,17.2,"0.241","0.354","0.296",42.3
"Herrera, Iván",671056,"STL","FF","4-Seam Fastball",0.7,4,"546",30.2,"143","0.256","0.43","0.354",14.7,18.9,13.9,"0.243","0.469","0.356",48.4
"Scott II, Victor",687363,"STL","FF","4-Seam Fastball",0.1,0,"534",31.4,"142","0.258","0.383","0.333",20.8,17.6,15.4,"0.246","0.366","0.328",36.1
"Walker, Christian",572233,"HOU","SI","Sinker",0.2,1,"428",17,"142","0.323","0.462","0.377",15.2,13.4,22.9,"0.321","0.511","0.384",51.4
"Hayes, Ke'Bryan",663647,"CIN","FF","4-Seam Fastball",-1.4,-9,"654",30.4,"142","0.203","0.32","0.279",17.3,21.8,15.4,"0.211","0.337","0.28",48.5
"Hayes, Ke'Bryan",663647,"CIN","SI","Sinker",-2.6,-12,"450",20.9,"141","0.231","0.254","0.274",4.2,10.6,22.1,"0.275","0.372","0.301",51.3
"Díaz, Yandy",650490,"TB","FF","4-Seam Fastball",2.7,17,"647",25.7,"140","0.342","0.684","0.465",22.3,22.9,17,"0.296","0.557","0.41",59.8
"Ramos, Heliot",671218,"SF","SI","Sinker",1.8,8,"473",17.8,"140","0.371","0.509","0.439",10.5,7.1,12.2,"0.302","0.47","0.393",41.1
"Ramírez, Agustín",682663,"MIA","FF","4-Seam Fastball",0.9,5,"546",25.7,"140","0.269","0.513","0.382",25.9,24.3,21.3,"0.277","0.563","0.4",55.2
"Kelly, Carson",608348,"CHC","FF","4-Seam Fastball",-0.9,-5,"507",30.4,"139","0.212","0.373","0.314",14.9,23,20.3,"0.203","0.349","0.296",38.6
"Triolo, Jared",669707,"PIT","FF","4-Seam Fastball",-0.6,-3,"505",34.7,"139","0.256","0.413","0.339",14.1,18.7,16.6,"0.264","0.428","0.34",42.3
"Garcia, Maikel",672580,"KC","SI","Sinker",0.6,3,"499",19.8,"139","0.32","0.472","0.391",7.2,8.6,12.5,"0.299","0.433","0.354",56.6
"Smith, Will",669257,"LAD","FF","4-Seam Fastball",1.6,10,"646",33.5,"139","0.288","0.559","0.422",23.8,28.1,17.8,"0.259","0.563","0.41",64.4
"Torkelson, Spencer",679529,"DET","SI","Sinker",0.7,4,"519",19.7,"139","0.271","0.466","0.368",12.4,15.8,20.6,"0.272","0.502","0.38",43.3
"Riley, Austin",663586,"ATL","FF","4-Seam Fastball",-0.4,-3,"641",35.8,"139","0.238","0.365","0.314",26,27.3,18.9,"0.244","0.468","0.337",56.8
"Naylor, Bo",666310,"CLE","FF","4-Seam Fastball",-0.7,-4,"536",31.9,"138","0.198","0.422","0.321",16.5,15.2,11.4,"0.211","0.424","0.32",40.4
"Soto, Juan",665742,"NYM","SI","Sinker",0.7,4,"597",20.1,"138","0.25","0.429","0.384",15.3,15.2,18.1,"0.261","0.493","0.386",43.5
"Wells, Austin",669224,"NYY","FF","4-Seam Fastball",0.3,2,"554",30.9,"138","0.227","0.479","0.341",21,21,16.8,"0.254","0.52","0.352",50
"Soderstrom, Tyler",691016,"ATH","FF","4-Seam Fastball",0.2,1,"525",23.6,"138","0.29","0.5","0.374",18.3,24.6,24.6,"0.261","0.48","0.352",61.1
"Bichette, Bo",666182,"TOR","FF","4-Seam Fastball",-0.1,-1,"709",30.7,"138","0.276","0.44","0.373",16.6,18.8,14.3,"0.262","0.432","0.361",54.4
"Altuve, Jose",514888,"HOU","SL","Slider",-1,-4,"397",17.2,"138","0.202","0.295","0.263",26.7,18.8,21.1,"0.216","0.306","0.251",19.2
"India, Jonathan",663697,"KC","SI","Sinker",-1.7,-8,"493",20.9,"137","0.2","0.226","0.273",13.5,12.4,16.3,"0.236","0.339","0.32",37.8
"Freeman, Tyler",671289,"COL","FF","4-Seam Fastball",0.1,1,"534",32.5,"135","0.328","0.405","0.365",7.9,11.1,9.1,"0.314","0.39","0.36",39.8
"Baldwin, Brooks",681460,"CWS","FF","4-Seam Fastball",-1.1,-6,"547",43.7,"135","0.167","0.342","0.271",25.8,32.6,27.5,"0.188","0.383","0.281",41.8
"Tauchman, Mike",643565,"CWS","FF","4-Seam Fastball",0.2,1,"622",39,"135","0.277","0.375","0.35",24.8,24.4,16.8,"0.255","0.385","0.341",50
"Arenado, Nolan",571448,"STL","FF","4-Seam Fastball",0.2,1,"455",28.7,"135","0.228","0.447","0.341",11.6,5.2,5.9,"0.239","0.42","0.315",30.8
"Pham, Tommy",502054,"PIT","FF","4-Seam Fastball",0.8,4,"483",28.3,"135","0.25","0.407","0.367",21.6,20.7,20.6,"0.293","0.485","0.4",56.8
"Arozarena, Randy",668227,"SEA","SI","Sinker",0.7,4,"536",18.7,"135","0.3","0.427","0.397",22.2,14.1,20.2,"0.25","0.402","0.357",48.4
"Arias, Gabriel",672356,"CLE","FF","4-Seam Fastball",-0.7,-4,"487",27.2,"135","0.172","0.361","0.264",39.4,48.1,32.5,"0.178","0.379","0.279",60.3
"Contreras, William",661388,"MIL","SL","Slider",0.3,1,"471",18.4,"134","0.231","0.35","0.315",32.6,16.4,14.6,"0.225","0.326","0.295",35.8
"Kurtz, Nick",701762,"ATH","FF","4-Seam Fastball",2.3,13,"543",27.8,"134","0.313","0.741","0.485",28.7,25.4,24.1,"0.261","0.618","0.418",55.7
"Frazier, Adam",624428,"KC","FF","4-Seam Fastball",-0.6,-4,"661",35.9,"134","0.278","0.383","0.337",15.6,14.2,9.2,"0.246","0.36","0.308",26.3
"Ramírez, Agustín",682663,"MIA","SI","Sinker",-1.3,-5,"407",19.2,"134","0.223","0.355","0.307",12,10.4,20.3,"0.266","0.377","0.314",45.4
"Paredes, Isaac",670623,"HOU","FF","4-Seam Fastball",1.2,6,"532",27.4,"134","0.287","0.539","0.397",12.4,14.2,10.3,"0.261","0.453","0.358",32
"Vaughn, Andrew",683734,"MIL","FF","4-Seam Fastball",0.2,1,"505",29.3,"133","0.287","0.443","0.363",15.6,15,14,"0.299","0.543","0.402",58.8
"Ozuna, Marcell",542303,"ATL","SI","Sinker",0.7,3,"513",19.5,"133","0.33","0.468","0.406",13.4,21.1,22,"0.278","0.43","0.373",50
"Rocchio, Brayan",677587,"CLE","FF","4-Seam Fastball",-1.4,-7,"513",36.4,"132","0.211","0.325","0.286",14,14.4,13.9,"0.25","0.416","0.336",43.3
"Kwan, Steven",680757,"CLE","SI","Sinker",0.8,3,"453",16.3,"132","0.336","0.44","0.38",3.3,8.3,10.8,"0.285","0.355","0.324",22.4
"Caminero, Junior",691406,"TB","FF","4-Seam Fastball",2.5,13,"508",20.4,"131","0.273","0.686","0.423",29.4,28.2,19.4,"0.245","0.594","0.369",65.1
"Turner, Trea",607208,"PHI","SI","Sinker",1.1,5,"422",17.5,"130","0.347","0.483","0.418",14.4,10,18.3,"0.286","0.417","0.344",52.4
"Ramos, Heliot",671218,"SF","SL","Slider",-1.4,-6,"402",15.2,"130","0.213","0.303","0.245",30.3,24.6,22.9,"0.21","0.381","0.272",50
"Schneemann, Daniel",682177,"CLE","FF","4-Seam Fastball",-0.3,-1,"507",30.4,"130","0.248","0.442","0.347",25.3,27.7,22.4,"0.26","0.512","0.374",64.9
"Friedl, TJ",670770,"CIN","SI","Sinker",-0.3,-1,"432",16.4,"130","0.294","0.376","0.37",5.4,4.6,9.2,"0.258","0.328","0.317",31.1
"Lopez, Otto",672640,"MIA","SI","Sinker",0.3,1,"424",19.9,"129","0.298","0.377","0.379",4.6,3.9,6.9,"0.3","0.486","0.378",48.6
"Acuña Jr., Ronald",660670,"ATL","FF","4-Seam Fastball",3,15,"512",29.4,"128","0.269","0.558","0.414",33.5,28.9,21.3,"0.248","0.627","0.426",59.7
"Jung, Josh",673962,"TEX","FF","4-Seam Fastball",-1.1,-6,"587",30.4,"127","0.216","0.328","0.275",28.2,31.5,19.7,"0.234","0.441","0.321",57.9
"Toglia, Michael",669911,"COL","FF","4-Seam Fastball",-2.2,-11,"502",37.1,"127","0.161","0.237","0.213",27.4,34.6,28.2,"0.224","0.361","0.279",37.3
"Rutschman, Adley",668939,"BAL","FF","4-Seam Fastball",0.3,1,"495",33.2,"127","0.245","0.453","0.359",11.9,13.4,12.8,"0.271","0.505","0.389",48.4
"Carpenter, Kerry",681481,"DET","FF","4-Seam Fastball",0.5,3,"514",29.6,"127","0.227","0.538","0.343",21.7,18.9,18.2,"0.27","0.592","0.38",59.4
"Urías, Ramón",602104,"HOU","FF","4-Seam Fastball",-0.7,-3,"472",31.5,"126","0.229","0.404","0.305",28.1,26.2,20.1,"0.205","0.368","0.298",51.2
"Kirk, Alejandro",672386,"TOR","FF","4-Seam Fastball",0.9,5,"576",29.1,"126","0.308","0.462","0.394",22.3,18.3,12.8,"0.299","0.515","0.403",54.9
"Suzuki, Seiya",673548,"CHC","SL","Slider",-0.8,-4,"524",19.2,"126","0.202","0.333","0.269",35.4,30.2,20.4,"0.164","0.269","0.226",30.8
"Machado, Manny",592518,"SD","SI","Sinker",1,5,"446",16.8,"125","0.388","0.5","0.419",15.2,12.8,17.2,"0.332","0.464","0.369",61
"Dingler, Dillon",693307,"DET","FF","4-Seam Fastball",0,0,"546",30.5,"125","0.281","0.368","0.32",24.3,28.8,19.5,"0.294","0.47","0.359",56.4
"Ramírez, José",608070,"CLE","CH","Changeup",2.4,12,"496",18.6,"125","0.304","0.496","0.38",20.4,13.6,11.1,"0.291","0.411","0.33",42.4
"Pérez, Wenceel",672761,"DET","FF","4-Seam Fastball",-1.1,-6,"531",34.6,"125","0.241","0.389","0.306",23.2,17.6,13.4,"0.264","0.416","0.334",47.8
"Cruz, Oneil",665833,"PIT","FF","4-Seam Fastball",-0.4,-2,"488",21.8,"125","0.196","0.458","0.338",21.2,28.8,24.7,"0.246","0.522","0.379",70.8
"Aranda, Jonathan",666018,"TB","FF","4-Seam Fastball",1.9,11,"612",35.7,"124","0.353","0.569","0.439",24.4,28.2,17.2,"0.284","0.542","0.408",56.5
"Langford, Wyatt",694671,"TEX","SI","Sinker",0.5,2,"421",18,"124","0.262","0.43","0.36",11.4,20.2,25.3,"0.28","0.488","0.371",60.2
"Suárez, Eugenio",553993,"SEA","SL","Slider",2.5,12,"475",18.2,"124","0.221","0.655","0.376",42.2,35.5,26.8,"0.199","0.49","0.315",43.7
"Bichette, Bo",666182,"TOR","SI","Sinker",1.1,5,"436",18.9,"124","0.331","0.492","0.391",9.6,9.7,13.5,"0.324","0.459","0.353",49.5
"McLain, Matt",680574,"CIN","SI","Sinker",-1.3,-6,"434",18.4,"123","0.23","0.33","0.328",14.7,16.3,24.1,"0.259","0.419","0.362",46.3
"Suzuki, Seiya",673548,"CHC","SI","Sinker",0.2,1,"438",16.1,"123","0.286","0.536","0.394",10.4,13.8,17.3,"0.321","0.663","0.438",58.9
"Olson, Matt",621566,"ATL","SI","Sinker",1.3,6,"458",14.5,"123","0.327","0.519","0.41",21.4,14.6,16.1,"0.315","0.542","0.411",56.3
"Beck, Jordan",687597,"COL","SL","Slider",-1,-5,"448",19.2,"123","0.203","0.297","0.245",38.6,35.8,27,"0.182","0.32","0.232",31.1
"Arraez, Luis",650333,"SD","SI","Sinker",-3.1,-14,"456",18.5,"123","0.162","0.18","0.192",4.2,0.8,1,"0.27","0.333","0.287",16.5
"Allen, Nick",669397,"ATL","FF","4-Seam Fastball",-1.2,-6,"496",31.4,"123","0.25","0.269","0.299",20.1,21.1,17.7,"0.192","0.241","0.255",19.8
"McLain, Matt",680574,"CIN","SL","Slider",-0.8,-4,"502",21.2,"123","0.195","0.305","0.235",39.8,37.4,27.2,"0.193","0.302","0.231",33.3
"Smith, Cam",701358,"HOU","SI","Sinker",-0.4,-1,"349",17.2,"122","0.318","0.336","0.357",17.7,15.6,21.8,"0.273","0.358","0.326",45.5
"Devers, Rafael",646240,"SF","SI","Sinker",-0.5,-2,"418",13.7,"122","0.21","0.33","0.311",17.5,19.7,23.3,"0.24","0.404","0.351",51.9
"Edman, Tommy",669242,"LAD","FF","4-Seam Fastball",-1.1,-4,"410",30.6,"122","0.222","0.361","0.301",19.1,18,20.8,"0.255","0.401","0.326",34.5
"Dubón, Mauricio",643289,"HOU","FF","4-Seam Fastball",-1.6,-7,"461",34.2,"122","0.21","0.276","0.268",17.2,12.3,11,"0.245","0.323","0.297",28
"Call, Alex",669743,"LAD","FF","4-Seam Fastball",-0.9,-5,"517",39.3,"121","0.258","0.392","0.349",19.2,18.2,15.2,"0.242","0.421","0.353",28.7
"Bichette, Bo",666182,"TOR","SL","Slider",1.7,6,"349",15.1,"121","0.333","0.5","0.381",21.6,14.9,14.3,"0.29","0.444","0.337",43.3
"Machado, Manny",592518,"SD","SL","Slider",1.3,6,"418",15.8,"121","0.279","0.432","0.348",33.3,20.7,18.1,"0.278","0.489","0.351",37.9
"Pages, Andy",681624,"LAD","SI","Sinker",-0.9,-4,"456",19.3,"121","0.243","0.369","0.312",15.8,17.4,16.8,"0.247","0.385","0.3",43.5
"Raleigh, Cal",663728,"SEA","CH","Changeup",1.2,5,"463",16.3,"121","0.25","0.5","0.333",34,19,15.9,"0.245","0.464","0.32",37.4
"Harris II, Michael",671739,"ATL","SI","Sinker",-3.7,-17,"452",20.8,"121","0.221","0.257","0.24",14.3,7.4,12.3,"0.265","0.359","0.299",49.1
"Ward, Taylor",621493,"LAA","SI","Sinker",0.5,2,"443",15.9,"120","0.258","0.536","0.405",11,20,26.1,"0.266","0.477","0.384",44.6
"Frelick, Sal",686217,"MIL","SI","Sinker",0,0,"375",16.2,"120","0.308","0.383","0.349",6.6,10.8,15.5,"0.25","0.311","0.289",29.2
"Myers, Dane",667472,"MIA","FF","4-Seam Fastball",-1.7,-7,"410",33.1,"120","0.234","0.36","0.29",20.6,22.5,22.5,"0.275","0.44","0.335",52.4
"Peña, Jeremy",665161,"HOU","FF","4-Seam Fastball",2.8,11,"382",21.5,"120","0.37","0.704","0.479",15.6,13.3,19.8,"0.32","0.653","0.438",55.4
"Durbin, Caleb",702332,"MIL","SI","Sinker",0.9,3,"373",20.3,"120","0.306","0.449","0.397",6.8,5.8,13.7,"0.263","0.354","0.341",30.1
"Benson, Will",666181,"CIN","FF","4-Seam Fastball",-0.5,-2,"353",38.3,"119","0.198","0.414","0.282",29.3,29.4,35.7,"0.236","0.507","0.336",61.5
"De La Cruz, Elly",682829,"CIN","CH","Changeup",0.3,1,"471",17.6,"119","0.261","0.396","0.326",35.9,18.5,17.3,"0.289","0.429","0.336",31.5
"Sanoja, Javier",691594,"MIA","FF","4-Seam Fastball",1.3,6,"421",34.6,"119","0.286","0.505","0.388",8.2,10.9,13.7,"0.271","0.409","0.332",47.9
"Betts, Mookie",605141,"LAD","SI","Sinker",-0.4,-2,"431",17.5,"119","0.292","0.453","0.356",4.6,6.7,9.5,"0.313","0.467","0.373",47.5
"Bogaerts, Xander",593428,"SD","SI","Sinker",-2,-9,"469",22.3,"119","0.257","0.303","0.278",11,12.6,22.1,"0.277","0.356","0.307",35.4
"Vientos, Mark",668901,"NYM","FF","4-Seam Fastball",0.3,1,"421",23.9,"118","0.241","0.527","0.334",24.2,25.4,21.4,"0.236","0.487","0.318",54.2
"Peña, Jeremy",665161,"HOU","SL","Slider",-0.7,-2,"351",19.7,"118","0.264","0.345","0.3",34.3,22.9,26.7,"0.215","0.301","0.249",32.1
"Swanson, Dansby",621020,"CHC","SI","Sinker",1,4,"417",16.6,"118","0.302","0.528","0.404",20.4,14.4,20.5,"0.324","0.597","0.421",50.6
"Freeman, Tyler",671289,"COL","SI","Sinker",0.2,1,"367",22.3,"117","0.304","0.392","0.36",5.2,3.4,5.9,"0.297","0.39","0.346",39.4
"Steer, Spencer",668715,"CIN","SI","Sinker",-1.5,-7,"449",19.4,"117","0.223","0.311","0.293",16.7,11.1,13.7,"0.257","0.38","0.323",31.2
"Shaw, Matt",807713,"CHC","FF","4-Seam Fastball",-0.1,-1,"475",27.6,"117","0.192","0.375","0.307",19.7,20.5,14.5,"0.245","0.445","0.331",35.8
"Thomas, Alek",677950,"AZ","FF","4-Seam Fastball",-0.2,-1,"419",25,"117","0.245","0.453","0.324",23.4,29.1,29.1,"0.253","0.48","0.34",57.3
"Soto, Juan",665742,"NYM","SL","Slider",1.4,7,"473",15.9,"117","0.245","0.422","0.335",34.1,29.1,21.9,"0.216","0.389","0.31",44.9
"Castellanos, Nick",592206,"PHI","SL","Slider",-1.1,-5,"452",20.9,"117","0.211","0.33","0.255",39,25.6,20.4,"0.225","0.35","0.266",25.9
"Adames, Willy",642715,"SF","SI","Sinker",1.1,5,"497",17.8,"117","0.266","0.415","0.375",17.7,13.7,16.7,"0.259","0.42","0.365",31.6
"Lewis, Royce",668904,"MIN","FF","4-Seam Fastball",-1.5,-7,"513",33.8,"117","0.183","0.337","0.268",32.7,23.9,20.4,"0.215","0.396","0.3",50.6
"Ward, Taylor",621493,"LAA","SL","Slider",1.5,9,"554",19.9,"117","0.202","0.5","0.345",32.8,29.1,19.3,"0.191","0.397","0.295",33.8
"Pages, Andy",681624,"LAD","SL","Slider",0.8,3,"404",17.1,"116","0.286","0.509","0.35",21.9,16.4,15.3,"0.248","0.407","0.293",31.2
"Wilson, Jacob",805779,"ATH","FF","4-Seam Fastball",0.5,2,"433",25,"116","0.327","0.481","0.386",10.5,11.2,11.8,"0.298","0.418","0.349",27.5
"Springer, George",543807,"TOR","SI","Sinker",2.9,12,"401",17.4,"116","0.371","0.546","0.455",14.2,6.9,10.5,"0.374","0.661","0.481",52.8
"Diaz, Yainer",673237,"HOU","FF","4-Seam Fastball",0.1,1,"475",25.4,"116","0.276","0.476","0.353",20.6,15.5,13.3,"0.284","0.564","0.387",53.9
"Domínguez, Jasson",691176,"NYY","FF","4-Seam Fastball",-0.4,-3,"564",33.3,"116","0.235","0.343","0.305",22.6,28.4,21.4,"0.249","0.351","0.311",52.2
"Butler, Lawrence",671732,"ATH","CH","Changeup",-1.2,-5,"394",15.7,"116","0.187","0.308","0.266",39.4,27.6,26.4,"0.209","0.33","0.267",28
"Giménez, Andrés",665926,"TOR","FF","4-Seam Fastball",-0.7,-4,"515",35.5,"116","0.212","0.385","0.299",24.5,21.6,14.7,"0.239","0.379","0.309",31.6
"Diaz, Yainer",673237,"HOU","SL","Slider",0.4,1,"359",19.2,"115","0.239","0.389","0.301",26.3,17.4,19.8,"0.303","0.5","0.348",41.9
"Tatis Jr., Fernando",665487,"SD","SL","Slider",0.8,3,"422",16,"115","0.204","0.367","0.345",35.7,21.7,20,"0.277","0.526","0.393",50.7
"Judge, Aaron",592450,"NYY","SI","Sinker",4.9,18,"367",13.9,"115","0.475","0.762","0.56",13.2,9.6,16.2,"0.424","0.85","0.556",58.9
"Profar, Jurickson",595777,"ATL","FF","4-Seam Fastball",0.3,1,"541",34.4,"115","0.25","0.385","0.352",10.3,10.4,8.6,"0.208","0.322","0.305",25
"Schwarber, Kyle",656941,"PHI","SI","Sinker",2.5,12,"465",15.2,"115","0.337","0.663","0.471",18.1,13,15.8,"0.345","0.731","0.504",66.7
"Báez, Javier",595879,"DET","FF","4-Seam Fastball",-1,-5,"476",30.8,"115","0.254","0.325","0.258",28,27.8,23.4,"0.284","0.457","0.32",48.8
"Schwarber, Kyle",656941,"PHI","SL","Slider",-0.1,0,"568",18.6,"115","0.168","0.386","0.296",45.9,33,22.9,"0.199","0.391","0.303",58.7
"Gonzales, Nick",693304,"PIT","FF","4-Seam Fastball",-1.9,-7,"370",26.3,"115","0.221","0.298","0.256",21.6,21.7,21.9,"0.234","0.356","0.284",42.7
"Contreras, William",661388,"MIL","SI","Sinker",0.2,1,"419",16.4,"115","0.33","0.45","0.377",12.6,9.6,18.3,"0.308","0.461","0.369",55.4
"Neto, Zach",687263,"LAA","SI","Sinker",0.8,4,"469",21.6,"115","0.32","0.49","0.4",16.1,12.2,17.3,"0.33","0.516","0.404",42.5
"Altuve, Jose",514888,"HOU","SI","Sinker",0.1,0,"482",20.8,"115","0.293","0.455","0.37",12.9,11.3,14,"0.277","0.426","0.348",33
"Arozarena, Randy",668227,"SEA","SL","Slider",-0.3,-1,"433",15.1,"115","0.231","0.337","0.297",36.8,33.9,26.7,"0.196","0.292","0.257",36.9
"Witt Jr., Bobby",677951,"KC","SL","Slider",0.2,1,"410",16.3,"115","0.238","0.39","0.302",29.5,19.1,20,"0.248","0.476","0.333",41.2
"Caballero, José",676609,"NYY","FF","4-Seam Fastball",-1.2,-5,"450",30,"115","0.188","0.271","0.289",28.3,33.9,25,"0.195","0.283","0.287",33.3
"Smith, Cam",701358,"HOU","FF","4-Seam Fastball",-0.5,-3,"543",26.8,"114","0.227","0.412","0.335",25.8,25.4,15.4,"0.263","0.474","0.37",44.1
"Lowe, Josh",666139,"TB","FF","4-Seam Fastball",-0.4,-2,"608",33.3,"114","0.224","0.449","0.329",30.9,24.6,13.7,"0.247","0.435","0.343",48.6
"Adell, Jo",666176,"LAA","SI","Sinker",0.3,1,"382",17.2,"114","0.282","0.408","0.357",18.4,16.7,24.7,"0.275","0.454","0.348",45.2
"France, Ty",664034,"TOR","FF","4-Seam Fastball",-0.1,-1,"544",29,"114","0.303","0.394","0.361",18.1,19.3,13.6,"0.28","0.437","0.359",41.6
"Bregman, Alex",608324,"BOS","SI","Sinker",-0.2,-1,"407",20.9,"114","0.27","0.4","0.348",7.8,9.6,13.4,"0.266","0.418","0.343",42.7
"Swanson, Dansby",621020,"CHC","SL","Slider",0,0,"551",21.9,"113","0.231","0.385","0.298",36,24.8,15.1,"0.215","0.349","0.278",32.9
"Seager, Corey",608369,"TEX","FF","4-Seam Fastball",1.2,5,"444",26.6,"113","0.269","0.505","0.41",26.5,19.5,16.4,"0.321","0.724","0.482",67.6
"Westburg, Jordan",676059,"BAL","FF","4-Seam Fastball",-0.6,-2,"403",31,"113","0.223","0.388","0.308",25.5,26.5,23.3,"0.24","0.451","0.328",52.1
"Torres, Gleyber",650402,"DET","SI","Sinker",0.2,1,"389",14.7,"113","0.271","0.5","0.383",8.5,10.6,14.5,"0.288","0.537","0.401",53.6
"Judge, Aaron",592450,"NYY","SL","Slider",0.6,3,"506",19.2,"113","0.271","0.438","0.351",43.7,28.3,21.6,"0.24","0.461","0.348",51.5
"Baldwin, Drake",686948,"ATL","FF","4-Seam Fastball",2.5,12,"482",27.5,"113","0.344","0.625","0.454",19.5,12.4,10.6,"0.309","0.565","0.42",61
"Jansen, Danny",643376,"MIL","FF","4-Seam Fastball",-0.2,-1,"440",32.7,"113","0.207","0.359","0.32",24.5,26.5,21.7,"0.153","0.315","0.284",44.4
"Ortiz, Joey",687401,"MIL","SI","Sinker",-1.8,-7,"398",21.3,"113","0.223","0.243","0.256",9.4,11.5,15.7,"0.236","0.279","0.26",41.3
"Walls, Taylor",670764,"TB","FF","4-Seam Fastball",-2.2,-10,"471",37,"113","0.196","0.265","0.241",23.5,26.5,19.6,"0.164","0.272","0.219",30.7
"McCutchen, Andrew",457705,"PIT","SI","Sinker",-0.8,-3,"415",18.3,"112","0.26","0.333","0.326",20.3,15.2,19.5,"0.321","0.469","0.391",50.6
"France, Ty",664034,"TOR","SI","Sinker",-0.4,-1,"399",21.3,"112","0.292","0.323","0.346",13.5,7.1,8.6,"0.304","0.392","0.358",46.7
"Vargas, Miguel",678246,"CWS","SI","Sinker",0.3,1,"375",16.1,"112","0.255","0.449","0.358",11.5,12.5,16.5,"0.327","0.625","0.438",63.1
"Nootbaar, Lars",663457,"STL","SI","Sinker",-1.1,-4,"418",17.7,"112","0.263","0.333","0.312",10.4,17,21.3,"0.229","0.366","0.307",47.5
"Muncy, Max",571970,"LAD","FF","4-Seam Fastball",3.3,15,"467",28.3,"111","0.333","0.716","0.504",14.5,17.1,13.7,"0.274","0.641","0.464",65.1
